#separator:tab
#html:true
#notetype column:0
#tags column:8
Modern management theories: system approach and contingency approach	<span class="m">4</span><span class="m">5</span><span class="m">7</span>		<div class="cols"><div class="col"><ul><li>After 1950; four streams:   <ol><li><b>Quantitative</b>: models, OR, simulation, linear programming.</li><li><b>System</b>: organization = open system of interrelated sub-systems;       inputs \(\rightarrow\) process \(\rightarrow\) outputs + feedback (Boulding, Johnson,       Churchman, late 1960s).</li><li><b>Contingency</b>: &ldquo;it depends&rdquo;.</li><li><b>Operational</b>: Koontz, O&#x27;Donnell: universal body of knowledge applied to       each situation.</li></ol></li><li>Traits: systems view, dynamic, multidisciplinary, multivariable, adaptive,     probabilistic.</li></ul></div><div class="col"><div class="lead">Contingency approach: importance</div> <ul><li>Woodward, Fiedler, Lawrence and Lorsch.</li><li><b>No one best way</b>: the right structure, style, technique depends on the     situation (size, technology, environment, people).</li><li>Framework: environment \(+\) management concepts \(+\) the contingent relationship     between them (if-then).</li><li><b>Importance</b>: practical, flexible; integrates classical, behavioural and     quantitative tools; fits fast-changing environments; trains managers to diagnose.</li><li>Weakness: no firm principles, hard to teach.</li></ul></div></div><div class="qh">Management by objectives (MBO) <span class="m">4</span></div> <span class="sub"><span class="sm"><span class="tier tLOW">LOW&nbsp;1</span> <span class="yr"><b>68 Ch</b></span> &nbsp;\(\cdot\)&nbsp;short note &nbsp;<span class="chip gd">verified/added</span></span></span> <ul><li><b>Peter Drucker</b> (1954): superior and subordinate <b>jointly set     objectives</b>, then review performance against them.</li><li>Steps: set organizational goals \(\rightarrow\) agree individual objectives     \(\rightarrow\) action plans \(\rightarrow\) periodic review \(\rightarrow\) appraisal and reward.</li><li>Merits: clear goals, commitment, self-control, objective appraisal. Demerits: time     consuming, favours short-term measurable goals.</li></ul>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr">82 Ba, <b>68 Ch</b>, <b>67 Asa</b>, <b>66 Bh</b></span> &nbsp;\(\cdot\)&nbsp;short note in 66 Bh</span></span>	Ch 1 - Introduction	1.3 Theories of Management	theory	ch1 theory tier::HOT yr::66-Bh yr::67-Asa yr::68-Ch yr::82-Ba
Management by objectives (MBO)	<span class="m">4</span>		<ul><li><b>Peter Drucker</b> (1954): superior and subordinate <b>jointly set     objectives</b>, then review performance against them.</li><li>Steps: set organizational goals \(\rightarrow\) agree individual objectives     \(\rightarrow\) action plans \(\rightarrow\) periodic review \(\rightarrow\) appraisal and reward.</li><li>Merits: clear goals, commitment, self-control, objective appraisal. Demerits: time     consuming, favours short-term measurable goals.</li></ul>	<span class="sub"><span class="sm"><span class="tier tLOW">LOW&nbsp;1</span> <span class="yr"><b>68 Ch</b></span> &nbsp;\(\cdot\)&nbsp;short note &nbsp;<span class="chip gd">verified/added</span></span></span>	Ch 1 - Introduction	1.3 Theories of Management	theory	ch1 theory tier::LOW yr::68-Ch
Forms of ownership: list with brief explanation; choosing one; how an organization changes its form	<span class="m">4</span><span class="m">8</span>		<div class="cols"><div class="col"><ul><li><b>Firm</b> = ownership unit combining men, materials, machines to produce and     sell at a profit.</li><li><b>Five forms</b>:   <ol><li><b>Single ownership</b>: one owner, unlimited liability.</li><li><b>Partnership</b>: 2+ partners by a deed, share profit and loss.</li><li><b>Joint stock company</b>: capital from shareholders, limited liability,       separate legal entity.</li><li><b>Cooperative society</b>: voluntary, one member one vote, service motive.</li><li><b>Public corporation</b>: created by special act, owned by government.</li></ol></li><li><b>Choice depends on</b>: size and nature of business, capital needed, liability     exposure, control wanted, tax, managerial skill, continuity, cost of formation,     government rules.</li></ul></div><div class="col"><div class="lead">Changing form of ownership (73 Shr)</div> <ul><li>Growth needs capital and skills one owner lacks \(\rightarrow\) owner takes partners.</li><li>Partnership&#x27;s unlimited liability and instability \(\rightarrow\) convert to a     <b>private limited company</b>.</li><li>More capital needed \(\rightarrow\) <b>public limited</b> via IPO.</li><li>Reverse path: loss-making public enterprise \(\rightarrow\) privatized.</li></ul> <div class="lead">Nepali examples <span class="chip gd">verified/added</span></div> <ul><li><b>Chaudhary Group</b>: family trading shop \(\rightarrow\) group of companies     \(\rightarrow\) listed CG / Nabil holdings.</li><li><b>Nepal Telecommunications Corporation</b> \(\rightarrow\) Nepal Doorsanchar     Company Ltd (2004) \(\rightarrow\) listed public company.</li><li><b>Bhrikuti Paper, Bansbari Leather</b>: public enterprises privatized in the 1990s.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr">82 Ba, <b>74 Ch</b>, 73 Shr, 71 Shr</span></span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::HOT yr::71-Shr yr::73-Shr yr::74-Ch yr::82-Ba
Single ownership (sole proprietorship): features, advantages, limitations	<span class="m">4</span><span class="m">8</span>		<div class="cols"><div class="col"><div class="lead">Features</div> <ul><li>Oldest, simplest; one person owns, finances, manages, bears all risk.</li><li>Owner and business are the same in law.</li><li><b>Unlimited liability</b>: personal property liable for business debts.</li><li>Suits small shops, cottage industry, handicrafts, farming.</li></ul> <div class="lead">Advantages</div> <ul><li>Easy and cheap to form and dissolve; few legal formalities.</li><li>Full control, prompt decisions, flexibility.</li><li>Direct motivation: all profit to owner.</li><li>Business secrecy.</li><li>Personal contact with customers and employees.</li><li>Little government control.</li></ul></div><div class="col"><div class="lead">Limitations</div> <ul><li>Limited capital.</li><li>Limited managerial skill (one person cannot master production, marketing,     finance, HR).</li><li>Unlimited liability.</li><li>Uncertain life: ends with owner&#x27;s death or illness.</li><li>Cannot compete with large firms; no economies of scale.</li><li>Heavy workload, stress; isolation in decisions.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;3</span> <span class="yr"><b>80 Bh</b>, 71 Shr, <b>65 Shr</b></span> &nbsp;\(\cdot\)&nbsp;short note in 65 Shr; 80 Bh compares it with a JSC (table below)</span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::PIN yr::65-Shr yr::71-Shr yr::80-Bh
Partnership: features, types of partners, advantages and difficulties	<span class="m">3</span><span class="m">4</span><span class="m">5</span>		<div class="cols"><div class="col"><div class="lead">Features</div> <ul><li>Association of 2+ persons to run a business and share profit.</li><li>Formed by agreement: <b>partnership deed</b> (capital, profit ratio, duties,     dissolution).</li><li>Unlimited, joint and several liability (except limited partners).</li><li>Mutual agency: each partner binds the firm.</li><li>No separate legal entity; restricted transfer of interest.</li></ul> <div class="lead">Types of partners</div> <ul><li><b>General / active</b>: manage, unlimited liability.</li><li><b>Limited</b>: liability up to capital; no say in management.</li><li><b>Sleeping / silent</b>: capital only, no management, still liable.</li><li><b>Nominal</b>: lends name only; no capital.</li><li><b>Minor</b>: under 18, benefits only.</li><li><b>Partner by estoppel</b>: implies being a partner, liable to third parties.</li></ul></div><div class="col"><div class="lead">Advantages</div> <ul><li>Easy to form; little regulation.</li><li>More capital than sole owner.</li><li>Complementary skills; division of labour.</li><li>Shared risk; prompt decisions (few people).</li><li>Flexibility; personal interest of partners.</li></ul> <div class="lead">Difficulties / disadvantages</div> <ul><li>Unlimited liability of at least one partner.</li><li>Conflict, misunderstanding between partners \(\rightarrow\) instability.</li><li>Limited life: ends on death, insolvency, retirement of a partner.</li><li>Mutual agency: one partner&#x27;s mistake binds all.</li><li>Cannot easily transfer share; capital still limited.</li><li>Unequal effort vs equal sharing breeds resentment.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;3</span> <span class="yr"><b>81 Bh</b>, 74 Ash, <b>67 Asa</b></span> &nbsp;\(\cdot\)&nbsp;short note in 67 Asa</span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::PIN yr::67-Asa yr::74-Ash yr::81-Bh
Joint stock company: meaning, characteristics, types, formation in Nepal, advantages and disadvantages	<span class="m">2</span><span class="m">3</span><span class="m">4</span><span class="m">5</span><span class="m">6</span><span class="m">8</span>		<ul><li><b>Meaning</b>: voluntary association of persons, registered under the Companies     Act, whose capital is divided into transferable <b>shares</b>. Shareholders own it; an     elected <b>board of directors</b> manages it (elected at the AGM).</li></ul><div class="cols"><div class="col"><div class="lead">Characteristics</div> <ul><li>Created by law (registration); <b>separate legal entity</b>.</li><li><b>Perpetual succession</b>: unaffected by death of shareholders.</li><li><b>Limited liability</b>: up to share value.</li><li><b>Transferable shares</b> (freely in public company).</li><li>Common seal; can sue and be sued.</li><li>Ownership separate from management.</li><li>Large membership, large capital.</li></ul> <div class="lead">Types (Companies Act 2063, Nepal) <span class="chip gd">verified/added</span></div> <ul><li><b>Private limited</b>: 1 to 101 shareholders; cannot invite the public to buy     shares; share transfer restricted; name ends &ldquo;Pvt. Ltd.&rdquo;.</li><li><b>Public limited</b>: min 7 promoters, no upper limit; min paid-up capital     Rs 1 crore; shares offered to public and listed; &ldquo;Ltd.&rdquo;.</li><li>Adhikari&#x27;s &ldquo;max 50&rdquo; for private is the old Indian figure; Nepal&#x27;s is 101.</li></ul></div><div class="col"><div class="lead">Formation / registration in Nepal <span class="chip gd">verified/added</span></div> <ol><li><b>Promotion</b>: promoters identify the idea, feasibility, name.</li><li><b>Name approval</b> from the <b>Office of the Company Registrar</b> (OCR)     (online, <code>ocr.gov.np</code>).</li><li><b>Documents</b> filed:   <ul><li>Application form.</li><li><b>Memorandum of Association</b>: name, objectives, registered office,       authorized / issued / paid-up capital.</li><li><b>Articles of Association</b>: internal rules, board, meetings, share       transfer.</li><li>Promoters&#x27; citizenship (passport for foreigners); agreement among promoters;       consent of directors.</li><li>Registration fee (scaled to authorized capital).</li></ul></li><li>OCR scrutinizes \(\rightarrow\) <b>certificate of incorporation</b>.</li><li>PAN / VAT at Inland Revenue; local ward registration.</li><li>Public company only: prospectus approved by SEBON, IPO, <b>certificate of     commencement of business</b>, listing at NEPSE.</li></ol></div></div><div class="cols"><div class="col"><div class="lead">Advantages</div> <ul><li>Huge capital from many investors; fresh issue possible.</li><li>Limited liability \(\rightarrow\) attracts investors.</li><li>Transferable shares \(\rightarrow\) liquidity.</li><li>Stability, continuity.</li><li>Professional, efficient management.</li><li>Economies of large-scale production.</li><li>Public confidence (audited, published accounts); easy loans.</li><li>Social benefit: jobs, investment opportunity.</li></ul></div><div class="col"><div class="lead">Disadvantages</div> <ul><li>Difficult, costly, lengthy formation; legal formalities.</li><li>Lack of personal interest (salaried managers, scattered owners).</li><li>Delay in decisions (board meetings).</li><li>Lack of secrecy.</li><li>Excessive government regulation.</li><li>Directors may exploit shareholders; speculation in shares; favouritism.</li><li>Impersonal labour relations.</li></ul></div></div><table class="nt"><tr><th><b class="th">Basis</b></th><th><b class="th">Single ownership</b></th><th><b class="th">Partnership</b></th><th><b class="th">Joint stock company</b></th></tr><tr><td>Owners</td><td>One</td><td>2 or more, by deed</td><td>Many shareholders</td></tr><tr><td>Formation</td><td>Easiest, cheapest</td><td>Easy, by agreement</td><td>Registration, costly</td></tr><tr><td>Legal entity</td><td>None</td><td>None</td><td>Separate</td></tr><tr><td>Liability</td><td>Unlimited</td><td>Unlimited (joint)</td><td>Limited</td></tr><tr><td>Capital</td><td>Small</td><td>Moderate</td><td>Large</td></tr><tr><td>Management</td><td>Owner</td><td>Partners</td><td>Board of directors, professional</td></tr><tr><td>Continuity</td><td>Ends with owner</td><td>Ends with a partner</td><td>Perpetual</td></tr><tr><td>Transfer of interest</td><td>At will</td><td>Needs all partners&#x27; consent</td><td>Free (public)</td></tr><tr><td>Secrecy</td><td>Full</td><td>Fair</td><td>Little</td></tr><tr><td>Regulation</td><td>Minimum</td><td>Low</td><td>Heavy</td></tr></table> <span class="sm"><b>Why JSC is better than partnership</b> (79 Ba, 76 Ch, 76 Ash): limited liability, larger capital, perpetual life, transferable shares, professional management, public confidence and easier loans.</span><div class="qh">Private limited vs public limited company <span class="m">5</span></div> <span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>67 Asa</b></span></span></span>  <table class="nt"><tr><th><b class="th">Basis</b></th><th><b class="th">Private limited</b></th><th><b class="th">Public limited</b></th></tr><tr><td>Members (Nepal)</td><td>1 to 101</td><td>Min 7 promoters, no max</td></tr><tr><td>Shares to public</td><td>Not allowed</td><td>Offered to public, listed</td></tr><tr><td>Transfer of shares</td><td>Restricted</td><td>Free</td></tr><tr><td>Min capital</td><td>No statutory minimum</td><td>Paid-up Rs 1 crore</td></tr><tr><td>Start of business</td><td>On incorporation</td><td>Needs certificate of commencement</td></tr><tr><td>Disclosure</td><td>Less</td><td>Full, audited, published</td></tr></table>	<span class="sub"><span class="sm"><span class="tier tTOP">TOP&nbsp;10</span> <span class="yr">81 Ba, <b>80 Bh</b>, 80 Ba, 79 Ba, <b>76 Ch</b>, 76 Ash, 75 Ash, <b>70 Ch</b>, <b>69 Ch</b>, <b>67 Asa</b></span> &nbsp;\(\cdot\)&nbsp;<span class="mk">most asked form of ownership</span></span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::TOP yr::67-Asa yr::69-Ch yr::70-Ch yr::75-Ash yr::76-Ash yr::76-Ch yr::79-Ba yr::80-Ba yr::80-Bh yr::81-Ba
Private limited vs public limited company	<span class="m">5</span>		<table class="nt"><tr><th><b class="th">Basis</b></th><th><b class="th">Private limited</b></th><th><b class="th">Public limited</b></th></tr><tr><td>Members (Nepal)</td><td>1 to 101</td><td>Min 7 promoters, no max</td></tr><tr><td>Shares to public</td><td>Not allowed</td><td>Offered to public, listed</td></tr><tr><td>Transfer of shares</td><td>Restricted</td><td>Free</td></tr><tr><td>Min capital</td><td>No statutory minimum</td><td>Paid-up Rs 1 crore</td></tr><tr><td>Start of business</td><td>On incorporation</td><td>Needs certificate of commencement</td></tr><tr><td>Disclosure</td><td>Less</td><td>Full, audited, published</td></tr></table>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>67 Asa</b></span></span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::PIN yr::67-Asa
Co-operative societies: meaning, features, types, merits and demerits	<span class="m">5</span><span class="m">8</span>		<div class="cols"><div class="col"><ul><li><b>Meaning</b>: voluntary association of persons on equal footing for common     economic interest; <b>service motive</b>, not profit. Motto: &ldquo;each for all and all for     each&rdquo;.</li><li><b>Features</b>: voluntary, open membership; democratic management (<b>one     member one vote</b>, regardless of shares); limited dividend, surplus shared as patronage     bonus; self-help, equality; separate legal entity after registration.</li><li><b>Nepal</b>: registered under the Cooperative Act 2074; a primary cooperative     needs at least 30 members <span class="chip gd">verified/added</span>.</li></ul> <div class="lead">Merits</div> <ul><li>Easy formation; limited liability; continuity.</li><li>Democratic; protects weak members.</li><li>Eliminates middlemen \(\rightarrow\) cheaper goods, better prices.</li><li>Government support, tax concessions; reduces inequality.</li></ul></div><div class="col"><div class="lead">Types</div> <ol><li><b>Producers&#x27;</b>: small producers pool raw materials, tools, sell output     (dairy, handicraft, cottage industry).</li><li><b>Consumers&#x27;</b>: buy wholesale, sell daily goods to members cheaply.</li><li><b>Marketing</b>: farmers, artisans sell produce jointly (Eg milk cooperatives).</li><li><b>Housing</b>: members get land, build houses at low cost.</li><li><b>Credit / savings and credit</b>: pool savings, lend to members at fair rates     (most common in Nepal).</li><li><b>Multipurpose</b>: several services together.</li><li><b>Farming</b>: small farmers pool land for mechanized farming.</li></ol> <div class="lead">Demerits</div> <ul><li>Limited capital; inefficient, amateur management.</li><li>Lack of motivation (fixed dividend); lack of secrecy.</li><li>Political interference, favouritism; misuse of funds (Nepal&#x27;s savings-cooperative     scandals).</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr"><b>82 Bh</b>, <b>81 Bh</b>, <b>79 Bh</b>, 72 Ka</span></span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::HOT yr::72-Ka yr::79-Bh yr::81-Bh yr::82-Bh
Public corporation: features, advantages, disadvantages; vs joint stock company	<span class="m">4</span>		<div class="cols"><div class="col"><ul><li><b>Meaning</b>: autonomous body created by a <b>special act of parliament</b>,     wholly owned by government, for public service. Nepal: Corporation Act 2021 BS and     individual acts. Eg Nepal Electricity Authority, Nepal Oil Corporation, Nepal Airlines     Corporation, Nepal Food Corporation.</li><li><b>Features</b>: statutory creation; separate legal entity; government ownership;     financial and managerial autonomy; service motive; public accountability to parliament;     board appointed by government.</li></ul> <div class="lead">Advantages</div> <ul><li>Autonomy + public accountability: flexibility of business, control of government.</li><li>Service motive, protects public interest; strategic sectors kept national.</li><li>Large finance from government; continuity; limited liability.</li></ul></div><div class="col"><div class="lead">Disadvantages</div> <ul><li>Political interference; appointments by politics, not merit.</li><li>Inefficiency, bureaucracy, losses (no profit pressure).</li><li>Monopoly \(\rightarrow\) poor service to customers.</li><li>Autonomy often only on paper; delay in decisions.</li></ul>  <span class="sm"> <table class="nt"><tr><th><b class="th">Basis</b></th><th><b class="th">JSC</b></th><th><b class="th">Public corp.</b></th></tr><tr><td>Created by</td><td>Registration, Companies Act</td><td>Special act</td></tr><tr><td>Owners</td><td>Private shareholders</td><td>Government</td></tr><tr><td>Motive</td><td>Profit</td><td>Public service</td></tr><tr><td>Management</td><td>Elected board</td><td>Government-appointed board</td></tr><tr><td>Accountable to</td><td>Shareholders</td><td>Parliament, public</td></tr><tr><td>Capital</td><td>Shares</td><td>Government funds, loans</td></tr></table></span></div></div> <span class="sm">Adhikari&#x27;s &ldquo;Public Corporations&rdquo; slides (pp111&ndash;114: domestic / foreign / alien, double taxation) describe the <b>American business corporation</b>, i.e. a JSC. The syllabus means the government statutory corporation above.</span><div class="qh">As CEO of a software company, which ownership and structure would you choose? <span class="m">4+4</span></div> <span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>74 Ch</b></span> &nbsp;\(\cdot\)&nbsp;answer with a figure</span></span> <div class="cols"><div class="col"><ul><li><b>Ownership</b>: <b>private limited company</b>:   <ul><li>Limited liability protects founders.</li><li>Can bring in investors and give employees shares (ESOP).</li><li>Continuity; credibility with foreign clients.</li><li>Converts to public later if it grows.</li></ul></li><li><b>Structure</b>: <b>matrix</b>: functional departments (development, QA,     design, marketing, finance) supply staff to project teams under project managers.   <ul><li>Many parallel client projects.</li><li>Shares scarce specialists.</li><li>Fast response, skill growth.</li></ul></li></ul></div><div class="col"><div class="fig"><img src="o_c1_matrix_org.jpg"></div> <span class="sub"><span class="sm">Matrix organization: functional managers across the top, project managers down the side. AJ Sir, Ch. 1 deck, slide 67.</span></span></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr">81 Ba</span></span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::PIN yr::81-Ba
As CEO of a software company, which ownership and structure would you choose?	<span class="m">4+4</span>		<div class="cols"><div class="col"><ul><li><b>Ownership</b>: <b>private limited company</b>:   <ul><li>Limited liability protects founders.</li><li>Can bring in investors and give employees shares (ESOP).</li><li>Continuity; credibility with foreign clients.</li><li>Converts to public later if it grows.</li></ul></li><li><b>Structure</b>: <b>matrix</b>: functional departments (development, QA,     design, marketing, finance) supply staff to project teams under project managers.   <ul><li>Many parallel client projects.</li><li>Shares scarce specialists.</li><li>Fast response, skill growth.</li></ul></li></ul></div><div class="col"><div class="fig"><img src="o_c1_matrix_org.jpg"></div> <span class="sub"><span class="sm">Matrix organization: functional managers across the top, project managers down the side. AJ Sir, Ch. 1 deck, slide 67.</span></span></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>74 Ch</b></span> &nbsp;\(\cdot\)&nbsp;answer with a figure</span></span>	Ch 1 - Introduction	1.4 Forms of Ownership	theory	ch1 theory tier::PIN yr::74-Ch
Organization structure: meaning, factors, how it is designed for an enterprise	<span class="m">2</span><span class="m">4</span>		<div class="cols"><div class="col"><ul><li><b>Meaning</b>: the <b>framework</b> that divides total activities into groups,     fixes superior-subordinate relations and authority, and shows who reports to whom.     Shown on an <b>organization chart</b>.</li><li>Covers division of labour, coordination, communication, workflow, formal power.</li><li><b>Depends on</b>: size, nature of product, technology, complexity of problems,     environment, competence of staff.</li><li><b>Types</b>: line, functional, line &amp; staff, committee, (matrix, project).</li></ul></div><div class="col"><div class="lead">How it is designed (steps)</div> <ol><li>Set objectives.</li><li>Identify and list activities.</li><li>Group activities into departments (by function, product, area, customer).</li><li>Decide levels and span of control.</li><li>Assign authority and responsibility; delegate.</li><li>Set coordination and communication links.</li><li>Draw the chart; review as the firm grows.</li></ol> No single best structure: each firm evolves its own.</div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;6</span> <span class="yr"><b>79 Bh</b>, <b>75 Ch</b>, <b>71 Ch</b>, 71 Shr, 70 Asa, <b>68 Ch</b></span> &nbsp;\(\cdot\)&nbsp;short note in 79 Bh, 75 Ch, 71 Shr</span></span>	Ch 1 - Introduction	1.5 Organizational Structure	theory	ch1 theory tier::HOT yr::68-Ch yr::70-Asa yr::71-Ch yr::71-Shr yr::75-Ch yr::79-Bh
Line organization: features, advantages and disadvantages	<span class="m">4</span>		<div class="cols"><div class="col"><ul><li>Oldest, simplest; also <b>military</b> or <b>scalar</b> organization.</li><li>Authority flows <b>vertically</b> top to bottom; responsibility bottom to top.</li><li>Each head has full control of his department (finance, production, sales); each     department self-contained.</li><li>Suits small firms, routine work, few employees.</li></ul>  <span class="sm"> <table class="nt"><tr><th><b class="th">Advantages</b></th><th><b class="th">Disadvantages</b></th></tr><tr><td>Simple, easily understood</td><td>Overload on top executives</td></tr><tr><td>Clear authority and responsibility</td><td>No specialization</td></tr><tr><td>Strong discipline</td><td>Dictatorial, one-man show</td></tr><tr><td>Unity of command</td><td>Depends on a few key persons</td></tr><tr><td>Quick decisions</td><td>Duplication of work across departments</td></tr><tr><td>Rapid communication, easy coordination</td><td>Unsuitable for large firms</td></tr><tr><td>Economical</td><td>Scope for favouritism; poor communication upward</td></tr></table></span></div><div class="col"><div class="fig"><img src="o_c1_line_org.png"></div> <span class="sub"><span class="sm">Line organization: a single vertical chain from managing director to foremen. Adhikari notes, p120.</span></span></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr"><b>76 Ch</b>, 76 Ash, <b>71 Ch</b>, 70 Asa</span></span></span>	Ch 1 - Introduction	1.5 Organizational Structure	theory	ch1 theory tier::HOT yr::70-Asa yr::71-Ch yr::76-Ash yr::76-Ch
Functional organization: features, advantages and disadvantages (with sketch)	<span class="m">3</span><span class="m">4</span>		<div class="cols"><div class="col"><ul><li>Proposed by <b>F.W. Taylor</b>: all-round foremen were hard to find.</li><li>Work divided by <b>function</b>; each function under a <b>specialist</b>     who commands workers <b>only in his field</b>.</li><li>Taylor&#x27;s <b>functional foremanship</b>: 8 foremen, 4 in the planning room (route     clerk, instruction card clerk, time and cost clerk, disciplinarian) + 4 on the shop     floor (gang boss, speed boss, repair boss, inspector).</li><li>Worker receives orders from several bosses \(\rightarrow\) breaks unity of command.</li></ul></div><div class="col"><div class="fig"><img src="o_c1_functional_org.jpg"></div> <span class="sub"><span class="sm">Functional structure: marketing, engineering, finance, production, each under its expert. Adhikari notes, p124.</span></span></div></div> <span class="sm"> <table class="nt"><tr><th><b class="th">Advantages</b></th><th><b class="th">Disadvantages</b></th></tr><tr><td>Specialization, expert guidance</td><td>Violates unity of command \(\rightarrow\) indiscipline</td></tr><tr><td>Efficiency, standardized operations</td><td>Overlapping authority, conflicts</td></tr><tr><td>Easy selection and training of specialists</td><td>Shifting of responsibility</td></tr><tr><td>Reduced burden on top executives</td><td>Poor coordination between functions</td></tr><tr><td>Lower cost through expertise; scope for growth</td><td>Delayed decisions needing several experts; costly</td></tr></table></span>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr"><b>82 Bh</b>, <b>68 Ch</b>, <b>68 Ba</b>, <b>67 Asa</b></span> &nbsp;\(\cdot\)&nbsp;short note in 67 Asa</span></span>	Ch 1 - Introduction	1.5 Organizational Structure	theory	ch1 theory tier::HOT yr::67-Asa yr::68-Ba yr::68-Ch yr::82-Bh
Line and staff organization; its advantages over line and functional organization	<span class="m">4</span><span class="m">5</span>		<div class="cols"><div class="col"><ul><li>Line structure \(+\) <b>staff specialists</b> (legal adviser, personnel, research,     quality control) who <b>advise</b> line managers but have <b>no command     authority</b>.</li><li>&ldquo;Staff are thinkers, line are doers.&rdquo;</li><li>Suits large plants: steel mills, electricity boards, big factories.</li></ul> <div class="lead">Advantages over line organization</div> <ul><li>Expert advice \(\rightarrow\) better decisions.</li><li>Relieves overloaded line executives.</li><li>Suits growth and complexity.</li></ul> <div class="lead">Advantages over functional organization</div> <ul><li>Keeps unity of command and discipline.</li><li>No overlapping authority.</li><li>Clear accountability for results.</li></ul></div><div class="col"><div class="fig"><img src="o_c1_line_staff_org.jpg"></div> <span class="sub"><span class="sm">Line and staff: dashed lines are staff (advice only). Adhikari notes, p128.</span></span> <div class="lead">Disadvantages</div> <ul><li>Line-staff friction; line resents advice.</li><li>Staff without authority may be ineffective.</li><li>Staff not accountable for results \(\rightarrow\) lethargy.</li><li>Expensive; confusion over duties.</li><li>Line may lose initiative, over-rely on staff.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr">82 Ba, <b>79 Bh</b>, <b>74 Ch</b>, <b>66 Bh</b></span></span></span>	Ch 1 - Introduction	1.5 Organizational Structure	theory	ch1 theory tier::HOT yr::66-Bh yr::74-Ch yr::79-Bh yr::82-Ba
Committee organization: types, merits and demerits	<span class="m">4</span>		<div class="cols"><div class="col"><ul><li>Formal group of 2+ persons appointed to deliberate on problems one person cannot     solve; members meet, discuss, recommend or decide.</li><li>Not a separate structure: added to line or line &amp; staff at any level.</li></ul> <div class="lead">Types</div> <ul><li><b>Ad hoc</b>: temporary, dissolves after its task.</li><li><b>Standing / permanent</b>: repetitive work (purchase, research committee).</li><li><b>Advisory (staff)</b>: recommend only.</li><li><b>Executive (line)</b>: has power to decide and enforce.</li><li><b>Formal / informal</b>: by charter or by convenience.</li></ul></div><div class="col"><div class="lead">Merits</div> <ul><li>Pooled knowledge; problem seen from several views.</li><li>Coordination between departments.</li><li>Democratic, participative; better acceptance.</li><li>New ideas; checks concentration of power.</li></ul> <div class="lead">Demerits</div> <ul><li>Slow decisions; costly (many people&#x27;s time).</li><li>Compromise, not the best decision.</li><li>Divided responsibility (no one accountable).</li><li>Dominated by a few members.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;3</span> <span class="yr"><b>79 Bh</b>, 75 Ash, <b>74 Ch</b></span></span></span>	Ch 1 - Introduction	1.5 Organizational Structure	theory	ch1 theory tier::PIN yr::74-Ch yr::75-Ash yr::79-Bh
