#separator:tab
#html:true
#notetype column:0
#tags column:8
Data matrix vs dissimilarity matrix			<ul><li><b>Data matrix</b> (\(n\) objects \(\times\) \(p\) attrs): stores the objects themselves.         <b>Two-mode</b> (rows \(=\) objects, cols \(=\) attrs).</li><li><b>Dissimilarity matrix</b> (\(n\times n\)): stores \(d(i,j)\) for every pair.         <b>One-mode</b> (both axes are objects).</li><li>Properties: \(d(i,i)=0\), \(d(i,j)=d(j,i)\) \(\rightarrow\) only the <b>lower triangle</b> is written.</li><li>Most clustering + KNN algorithms run on the dissimilarity matrix.</li></ul>		Ch 2 - Data Preprocessing	2.4 Various Similarity Measures	theory	ch2 theory
Mixed attribute types			\[ d(i,j) = \frac{\sum_{f=1}^{p}\delta_{ij}^{(f)} d_{ij}^{(f)}}{\sum_{f=1}^{p}\delta_{ij}^{(f)}} \] <ul><li>\(\delta_{ij}^{(f)}=0\) if the attr is missing for either object, or it is asymmetric binary         and both are 0. Else \(\delta = 1\).</li><li>\(d_{ij}^{(f)}\) computed per attr type, each scaled to \([0,1]\)         (numeric: divide by the range).</li></ul>		Ch 2 - Data Preprocessing	2.4 Various Similarity Measures	theory	ch2 theory
Cosine similarity	<span class="m">3</span>		\[ \cos(d_1,d_2) = \frac{d_1 \cdot d_2}{\lVert d_1\rVert\,\lVert d_2\rVert} \] <ul><li>\(d_1\cdot d_2 =\) dot product, \(\lVert d\rVert = \sqrt{\sum d_k^2}\) \(=\) vector length.</li><li>Range \([0,1]\) for non-negative vectors.</li><li>Aligned \(\rightarrow\) angle \(0^\circ\) \(\rightarrow\) \(\cos=1\).         Orthogonal (no common terms) \(\rightarrow\) \(90^\circ\) \(\rightarrow\) \(\cos=0\).</li><li><span class="mk">Ignores magnitude, measures direction only</span> \(\rightarrow\) ideal for documents,         where doc length shouldnt matter.</li></ul>		Ch 2 - Data Preprocessing	2.4 Various Similarity Measures	theory	ch2 theory
Correlation coefficient			\[ corr(x,y) = \frac{\sum_i (x_i-\mu_x)(y_i-\mu_y)}      {\sqrt{\sum_i (x_i-\mu_x)^2}\sqrt{\sum_i (y_i-\mu_y)^2}} = \frac{s_{xy}}{s_x s_y} \] <ul><li>\(=\) cosine similarity of the <b>mean-centred</b> vectors.</li><li>Range \([-1,1]\): \(+1\) positive, \(-1\) negative, \(0\) no correlation.</li><li><b>Covariance</b> \(s_{xy} = \frac{1}{n-1}\sum_k (x_k-\bar{x})(y_k-\bar{y})\).</li><li>Correlation \(=\) scaled (unit-free) version of covariance.</li></ul>		Ch 2 - Data Preprocessing	2.4 Various Similarity Measures	theory	ch2 theory
2.1 Data Types and Attributes			<ol><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;What is data mining? Explain different data types of attributes in a dataset.&rdquo;  <span class="m">10</span> <span class="yr">71 Shr</span></li></ol>		Ch 2 - Data Preprocessing	2.6 PYQ Mapping	theory	ch2 theory
2.2 Data Pre-processing			<ol><li><span class="tier tTOP">TOP&nbsp;12</span> <b>Why preprocess \(+\) major tasks / methods.</b>   <ul><li>&ldquo;What is Data Pre-Processing? Briefly explain the major tasks performed.&rdquo;  <span class="m">2+7</span> <span class="yr">81 Ba</span></li><li>&ldquo;Why data preprocessing is necessary? Explain methods to maintain data quality.&rdquo;  <span class="m">4+4</span> <span class="yr">75 Ch</span></li><li>&ldquo;Why is it required? Explain approaches of data cleaning.&rdquo;  <span class="m">5+5</span> <span class="yr">72 Ka</span></li></ul></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;Measuring elements of data Quality? Data transformation by normalization w/ example.&rdquo;  <span class="m">2+6</span> <span class="yr">73 Shr</span></li><li><span class="mk">N</span> &ldquo;Use the following methods to normalize 200, 300, 400, 600, 1000&rdquo; (min-max, z-score, decimal scaling).  <span class="m">2+2+2</span> <span class="yr">78 Bh</span></li><li><span class="tier tPIN">PIN&nbsp;2</span> Handling missing values.  <span class="m">5</span> <span class="yr">74 Ash</span> <span class="m">2</span> <span class="yr">74 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;1</span> Issues in Data Integration.  <span class="m">5</span> <span class="yr">75 Ash</span></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;What is `curve of Dimensionality&#x27;? How can it be avoided?&rdquo;  <span class="m">5</span> <span class="yr">70 Ch</span>         <span class="sm"><span class="mk">paper typo: &ldquo;curse&rdquo;</span></span></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;Discuss the impact of noisy data in data mining.&rdquo;  <span class="m">5</span> <span class="yr">70 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;How can PCA be used for dimensionality reduction?&rdquo;  <span class="m">10</span> <span class="yr">71 Shr</span></li><li><span class="mk">N</span> &ldquo;Find the principal components + proportion of total variance&rdquo; (3\(\times\)3 covariance matrix).  <span class="m">4</span> <span class="yr">76 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;3</span> Short notes: data smoothing <span class="yr">76 Ash</span> \(\cdot\) data normalization <span class="yr">75 Ch</span> \(\cdot\)         data transformation <span class="yr">73 Shr, 72 Ka</span>.  <span class="m">3</span><span class="m">4</span></li></ol>		Ch 2 - Data Preprocessing	2.6 PYQ Mapping	theory	ch2 theory
2.3 OLAP &amp; Multidimensional Data Analysis			<ol><li><span class="tier tTOP">TOP&nbsp;10</span> <b>OLAP operations \(+\) OLAP vs OLTP.</b>   <ul><li>&ldquo;Explain typical OLAP operations&hellip;Differentiate OLAP and OLTP tools.&rdquo;  <span class="m">6+4</span> <span class="yr">79 Bh</span></li><li>&ldquo;How do you perform analysis of multidimensional data? Explain w/ OLAP.&rdquo;  <span class="m">10</span> <span class="yr">72 Ch</span></li><li>&ldquo;Discuss Data Integration issues. Describe OLAP + operations w/ example.&rdquo;  <span class="m">5+5</span> <span class="yr">75 Ash</span></li><li>&ldquo;Approaches to handle missing data? OLAP + operations? OLAP vs OLTP.&rdquo;  <span class="m">2+5+3</span> <span class="yr">74 Ch</span></li></ul></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;Dimensional data? Base &amp; apex cuboid? Slicing &amp; Dicing? Roll Down/Up? Give example.&rdquo;  <span class="m">2+3+3+3</span> <span class="yr">76 Ash</span></li><li><span class="mk">N</span> Star schema for a 4-dim DW \(+\) which OLAP ops list total charge.  <span class="m">3+3</span> <span class="yr">78 Bh</span></li><li><span class="mk">N</span> Snowflake schema for a 5-dim DW \(+\) OLAP ops for count per state per year.  <span class="m">3+3</span> <span class="yr">76 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;3</span> Short notes: OLAP Operations <span class="yr">74 Ash, 73 Shr</span> \(\cdot\) OLAP and OLTP <span class="yr">75 Ch</span>.  <span class="m">4</span></li></ol>		Ch 2 - Data Preprocessing	2.6 PYQ Mapping	theory	ch2 theory
2.4 Various Similarity Measures			<ol><li><span class="mk">N</span> Cosine sim (Obj 2,4) \(+\) Euclidean (1,3) and (1,4), 4-attribute object table.  <span class="m">3+3+3</span> <span class="yr">80 Bh</span></li><li><span class="mk">N</span> Jaccard (asymmetric) \(+\) symmetric-binary dissimilarity \(+\) SMC \(+\) cosine of 2 doc vectors.  <span class="m">2+2+2+1</span> <span class="yr">80 Ba</span></li><li><span class="mk">N</span> Manhattan \(+\) Supremum distance matrix \(\cdot\) cosine of 2 vectors \(\cdot\) Jaccard \(+\) SMC of 2 binary vectors.  <span class="m">2+1+2</span> <span class="yr">76 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;Properties a Distance Metric needs to support w.r.t. Minkowski&#x27;s distance.&rdquo;  <span class="m">10</span> <span class="yr">71 Ch</span></li><li><span class="tier tPIN">PIN&nbsp;1</span> &ldquo;List types of similarity measures \(+\) their application areas.&rdquo;  <span class="m">3</span> <span class="yr">80 Ba</span></li><li><span class="tier tPIN">PIN&nbsp;2</span> Short notes: Minkowski Distance <span class="yr">78 Bh</span> \(\cdot\) similarity measures between tuples <span class="yr">76 Ash</span>.  <span class="m">4</span><span class="m">3</span></li></ol>		Ch 2 - Data Preprocessing	2.6 PYQ Mapping	theory	ch2 theory
Papers added by the 2026-09 merge			<ul><li>What is performed during preprocessing? \(+\) techniques to handle missing values.  <span class="m">4+4</span> <span class="yr">82 Bh</span></li><li><b>Curse of dimensionality</b> in data mining.  <span class="m">6</span> <span class="yr">81 Bh</span></li><li>Why are similarity measures important? \(+\) the different measures w/ examples.  <span class="m">2+6</span> <span class="yr">81 Bh</span></li><li><span class="mk">N</span> Bin means at depth 3 \(+\) min-max \(+\) z-score \(+\) decimal scaling of 35, on 27 values.  <span class="m">6</span> <span class="yr">79 Ba</span></li><li>Nominal and ordinal attributes \(+\) handling missing and noisy data.  <span class="m">6</span> <span class="yr">79 Ba</span></li><li>Preprocessing \(+\) <b>data sampling</b> \(+\) dimensionality reduction w/ example.  <span class="m">2+4+4</span> <span class="yr">73 Ch</span></li><li>How does real data become <b>asymmetric</b>? Symmetric vs asymmetric data.  <span class="m">5</span> <span class="yr">73 Ch</span></li><li>What is dimensionality reduction and why does it matter?  <span class="m">5</span> <span class="yr">70 Asa</span></li><li>Properties of a distance metric &nbsp;(its second half is &sect;3.4).  <span class="m">10</span> <span class="yr">70 Asa</span></li><li>Different data types w/ examples <span class="yr">69 Ch</span> \(\cdot\) short note <b>OLAP cubes</b> <span class="yr">70 Asa</span>.  <span class="m">5</span><span class="m">5</span></li></ul><div class="lead">Coverage check</div> <ul><li>All Ch 2 PYQs covered. 8 are numerical \(\rightarrow\) fully solved in the companion.</li><li><b>3 errors in your source notes corrected here</b> <span class="chip gd">verified/added</span>:   <ul><li>Z-score written as \((v-min)/\sigma\) \(\rightarrow\) must be \((v-\text{mean})/\sigma\).</li><li>Equal-width bin width \(W=(A-B)/N\) \(\rightarrow\) must be \((B-A)/N\).</li><li>PCA section contaminated w/ Isomap steps (neighbourhood graph, geodesic distances).</li></ul></li><li><b>Gap filled by research</b> <span class="chip gd">verified/added</span>: similarity-measure formulas were absent from the         typed notes (they say only &ldquo;Refer Class Note&rdquo;), so they were taken from DBK Lecture-2         and then <b>verified against Han &amp; Kamber 3rd ed</b> (the syllabus reference book).</li></ul><div class="lead">Sources used for this chapter</div> <ul><li><b>Han &amp; Kamber, 3rd ed</b> (full textbook PDF): ch 2 attribute types \(+\) all proximity         measures, ch 3 preprocessing \(+\) normalisation, ch 4 data cube \(+\) OLAP. <span class="mk">Primary authority.</span></li><li><b>DBK Lectures 1&ndash;4</b> (Thapathali class slides): attribute types, binning example,         discretisation, distance/similarity, PCA process, data cube \(+\) concept hierarchies.</li><li><code>data mining_/Chapter 1_2.pdf</code> (Bhupesh K. Mishra), <code>Chapter3_0.ppt</code>,         <code>Chapter 2_Data Warehouse.ppt</code>.</li><li><b>Notes by PC</b> (Er. Prakash Chandra Prasad, Asst. Prof., IOE Pulchowk), dated         2025&ndash;26: <code>Unit 2.docx</code>, <code>unit 2 Numerical.docx</code>,         <code>Redundancy and Correlation Analysis.docx</code>. Source of the new §2.5 and of the         \(\chi^2\) procedure in §2.2(b). <span class="mk">Newest teaching material available</span>, so treat §2.5 as         insurance even though no past paper has asked it.</li><li>Where sources disagree, <b>Han &amp; Kamber 3rd ed wins</b> and the clash is flagged inline.</li></ul>	<span class="sub"><span class="sm">The six papers of <code>DM4.1BCT.pdf</code> (2082 Bh, 2081 Bh, 2079 Ba, 2073 Ch, 2070 Asa, 2069 Ch), indexed here for the first time &mdash; the notes were built before that scan was merged. <span class="mk">N</span> \(=\) solved in this chapter&#x27;s companion. <span class="chip gd">verified/added</span></span></span>	Ch 2 - Data Preprocessing	2.6 PYQ Mapping	theory	ch2 theory
Chapter 2 numericals &mdash; which formulas does everything come from?			<span class="sub"><span class="sm">7 distinct numerical methods \(\cdot\) 8 PYQ instances solved \(\cdot\) 2 extra practice problems. Every answer independently recomputed, not copied from the source notes.</span></span><div class="lead">Methods in this chapter</div> <ul><li><b>M1</b> Normalisation: min-max, z-score, decimal scaling  <span class="yr">78 Bh</span></li><li><b>M2</b> PCA: principal components + proportion of variance  <span class="yr">76 Ch</span></li><li><b>M3</b> Distance measures + distance matrix (Euclidean, Manhattan, Supremum)  <span class="yr">80 Bh, 76 Ch</span></li><li><b>M4</b> Cosine similarity  <span class="yr">80 Bh, 80 Ba, 76 Ch</span></li><li><b>M5</b> Binary similarity: Jaccard, SMC, symmetric dissimilarity  <span class="yr">80 Ba, 76 Ch</span></li><li><b>M6</b> Schema design + OLAP operation sequence  <span class="yr">78 Bh, 76 Ch</span></li><li><b>M7</b> Central tendency, quartiles, IQR and outliers  <span class="chip">NEW</span>, no PYQ</li></ul><hr>		Ch 2 - Data Preprocessing		opener	ch2 opener
M1. Normalisation			<div class="lead">Method</div> <ul><li><b>Min-max</b> maps \(v\) into \([new\_min,\ new\_max]\), preserves relationships exactly:         \[ v' = \frac{v - min_A}{max_A - min_A}(new\_max_A - new\_min_A) + new\_min_A \]</li><li><b>Z-score</b> uses mean \(\bar{A}\) and std deviation \(\sigma_A\). Use when min/max unknown,         or outliers would squash a min-max result:         \[ v' = \frac{v - \bar{A}}{\sigma_A} \qquad            \sigma_A = \sqrt{\tfrac{1}{n}\textstyle\sum (v_i-\bar{A})^2} \]</li><li><b>Decimal scaling</b> moves the decimal point:         \[ v' = \frac{v}{10^{\,j}}, \quad j = \text{smallest int such that } \max(|v'|) &lt; 1 \]</li></ul><div class="ctr"><div class="fbox"><span class="sm"> <span class="mk">Two traps.</span> (1) Z-score uses the <b>mean</b>, not the min. (2) For decimal scaling, \(j\) must make the max <i>strictly</i> less than 1, so \(\max|v|=1000\) needs \(j=4\), not \(j=3\). </span></div></div>		Ch 2 - Data Preprocessing	M1. Normalisation	numerical	ch2 numerical
Problem 1.1	<span class="m">2+2+2</span>	<div class="asked"><div class="askedhdr"><span class="ah">QUESTION AS PRINTED</span> <span class="yr">2078 Bhadra &middot; Q3 &middot; [2+2+2]</span></div> Use the following methods to normalize the data: 200, 300, 400, 600 and 1000. <ol><li>Min-max normalization by setting min\(\,\)=\(\,\)0 and max\(\,\)=\(\,\)1</li><li>Z-score normalization</li><li>Normalization by decimal scaling</li></ol> </div>	<div class="lead">Given</div> \(v = \{200, 300, 400, 600, 1000\}\), \(n = 5\), \(min_A = 200\), \(max_A = 1000\).<div class="cols"><div class="col"><div class="lead">(a) Min-max, \(new\_min=0\), \(new\_max=1\)</div> \[ v' = \frac{v-200}{1000-200} = \frac{v-200}{800} \]  <table class="nt"><tr><th><b class="th">\(v\)</b></th><th><b class="th">\(v'\)</b></th></tr><tr><td>200</td><td>\(0/800 = \mathbf{0}\)</td></tr><tr><td>300</td><td>\(100/800 = \mathbf{0.125}\)</td></tr><tr><td>400</td><td>\(200/800 = \mathbf{0.25}\)</td></tr><tr><td>600</td><td>\(400/800 = \mathbf{0.5}\)</td></tr><tr><td>1000</td><td>\(800/800 = \mathbf{1}\)</td></tr></table></div><div class="col"><div class="lead">(b) Z-score</div> <ul><li>Mean \(\bar{A} = \dfrac{200+300+400+600+1000}{5} = \dfrac{2500}{5} = 500\)</li><li>Deviations: \(-300,\,-200,\,-100,\,+100,\,+500\)</li><li>\(\sum(v-\bar{A})^2 = 90000+40000+10000+10000+250000 = 400000\)</li><li>\(\sigma_A = \sqrt{400000/5} = \sqrt{80000} = 282.84\)</li></ul>  <table class="nt"><tr><th><b class="th">\(v\)</b></th><th><b class="th">\(v' = (v-500)/282.84\)</b></th></tr><tr><td>200</td><td>\(-300/282.84 = \mathbf{-1.0607}\)</td></tr><tr><td>300</td><td>\(-200/282.84 = \mathbf{-0.7071}\)</td></tr><tr><td>400</td><td>\(-100/282.84 = \mathbf{-0.3536}\)</td></tr><tr><td>600</td><td>\(+100/282.84 = \mathbf{+0.3536}\)</td></tr><tr><td>1000</td><td>\(+500/282.84 = \mathbf{+1.7678}\)</td></tr></table></div></div><div class="cols"><div class="col"><div class="lead">(c) Decimal scaling</div> <ul><li>\(\max|v| = 1000\).</li><li>\(j=3\): \(1000/10^3 = 1\), not \(&lt;1\). <span class="mk">Rejected.</span></li><li>\(j=4\): \(1000/10^4 = 0.1 &lt; 1\). <b>Use \(j=4\).</b></li></ul>  <table class="nt"><tr><th><b class="th">\(v\)</b></th><th><b class="th">\(v' = v/10000\)</b></th></tr><tr><td>200</td><td>\(\mathbf{0.02}\)</td></tr><tr><td>300</td><td>\(\mathbf{0.03}\)</td></tr><tr><td>400</td><td>\(\mathbf{0.04}\)</td></tr><tr><td>600</td><td>\(\mathbf{0.06}\)</td></tr><tr><td>1000</td><td>\(\mathbf{0.1}\)</td></tr></table></div><div class="col"><div class="lead">Note on \(\sigma\) <span class="chip gd">verified/added</span></div> <ul><li>Above uses the <b>population</b> std deviation, \(\sqrt{\sum(v-\bar A)^2/n}\).         This is the form Han &amp; Kamber use, so it is the safe default.</li><li>If the examiner wants the <b>sample</b> std deviation, divide by \(n-1\):         \(s = \sqrt{400000/4} = 316.23\), giving         \(-0.9487,\ -0.6325,\ -0.3162,\ +0.3162,\ +1.5811\).</li><li><span class="mk">State which one you used.</span> Either is accepted if labelled.</li></ul></div></div><div class="lead">Final answer</div> <ul><li>Min-max: \(0,\ 0.125,\ 0.25,\ 0.5,\ 1\)</li><li>Z-score: \(-1.0607,\ -0.7071,\ -0.3536,\ +0.3536,\ +1.7678\)</li><li>Decimal scaling: \(0.02,\ 0.03,\ 0.04,\ 0.06,\ 0.1\)</li></ul>		Ch 2 - Data Preprocessing	M1. Normalisation	numerical	ch2 numerical
Problem 1.2 &mdash; all four transformations on one data set	<span class="m">6</span>	<div class="asked"><div class="askedhdr"><span class="ah">QUESTION AS PRINTED</span> <span class="yr">2079 Baishakh &middot; Q2 &middot; [6]</span></div> Suppose that the data for analysis include the attribute the frequency of stop words in documents. The values are given in increasing order: 13, 15, 16, 16, 19, 20, 20, 21, 22, 22, 25, 25, 25, 25, 30, 33, 33, 35, 35, 35, 35, 36, 40, 45, 46, 52, 70. <ol><li>Use smoothing by bin means with a depth of 3.</li><li>Use min-max normalization to transform the value 35 into the range from 0.0 to 1.0.</li><li>Use z-score normalization to transform the value 35 where the standard deviation of         the above frequency is 12.94.</li><li>Use normalization by decimal scaling to transform the value 35.</li></ol> </div>	<span class="sub"><span class="sm"><span class="mk">\(n = 27\)</span>, already sorted. &nbsp;<span class="mk">&ldquo;Depth 3&rdquo; means 3 values per bin</span>, not 3 bins &mdash; so \(27/3 = 9\) bins. This is the single most common error on this question. &nbsp;Parts (b)&ndash;(d) each transform <b>only the value 35</b>, so no full table is needed there.</span></span><div class="lead">(a) Smoothing by bin means, depth 3</div>   partition in order, replace every value by its bin mean  <table class="nt"><tr><th><b class="th">Bin</b></th><th><b class="th">Values</b></th><th><b class="th">Mean</b></th><th><b class="th">Smoothed to</b></th></tr><tr><td>1</td><td>13, 15, 16</td><td>\(44/3 = 14.67\)</td><td>14.67, 14.67, 14.67</td></tr><tr><td>2</td><td>16, 19, 20</td><td>\(55/3 = 18.33\)</td><td>18.33, 18.33, 18.33</td></tr><tr><td>3</td><td>20, 21, 22</td><td>\(63/3 = 21.00\)</td><td>21, 21, 21</td></tr><tr><td>4</td><td>22, 25, 25</td><td>\(72/3 = 24.00\)</td><td>24, 24, 24</td></tr><tr><td>5</td><td>25, 25, 30</td><td>\(80/3 = 26.67\)</td><td>26.67, 26.67, 26.67</td></tr><tr><td>6</td><td>33, 33, 35</td><td>\(101/3 = 33.67\)</td><td>33.67, 33.67, 33.67</td></tr><tr><td>7</td><td>35, 35, 35</td><td>\(105/3 = 35.00\)</td><td>35, 35, 35</td></tr><tr><td>8</td><td>36, 40, 45</td><td>\(121/3 = 40.33\)</td><td>40.33, 40.33, 40.33</td></tr><tr><td>9</td><td>46, 52, 70</td><td>\(168/3 = 56.00\)</td><td>56, 56, 56</td></tr></table> <ul><li><span class="mk">Bin 9 shows why smoothing works</span>: the outlier 70 is pulled down to 56, and 46 pushed         up. Noise is absorbed into the local average.</li><li>This is <b>equal-depth</b> (equal-frequency) binning: same <i>count</i> per bin, not         the same value range. Compare Practice A, which uses depth 4.</li></ul><div class="lead">(b), (c), (d): transforming the single value 35</div>  <table class="nt"><tr><th><b class="th">Method</b></th><th><b class="th">Formula</b></th><th><b class="th">Substitution</b></th><th><b class="th">Result</b></th></tr><tr><td>Min-max into \([0,1]\)</td><td>\(v' = \dfrac{v - \min}{\max - \min}(new_{max}-new_{min}) + new_{min}\)</td><td>\(\dfrac{35-13}{70-13} = \dfrac{22}{57}\)</td><td>\(\mathbf{0.386}\)</td></tr><tr><td>Z-score</td><td>\(v' = \dfrac{v - \bar{A}}{\sigma_A}\),   \(\bar{A} = \dfrac{809}{27} = 29.963\)</td><td>\(\dfrac{35 - 29.963}{12.94} = \dfrac{5.037}{12.94}\)</td><td>\(\mathbf{0.389}\)</td></tr><tr><td>Decimal scaling</td><td>\(v' = v/10^{\,j}\),   smallest \(j\) with \(\max(|v'|) &lt; 1\)</td><td>\(\max = 70 \rightarrow j = 2\),   \(35/100\)</td><td>\(\mathbf{0.35}\)</td></tr></table> <ul><li><span class="mk">\(\sigma\) is given as 12.94</span>, so do not recompute it &mdash; but you <i>must</i> compute         the mean yourself. Sum the 27 values: \(809\).</li><li><span class="mk">Decimal scaling: \(j = 2\), not 1.</span> \(j=1\) would give \(70/10 = 7 \not&lt; 1\). Check the         <i>maximum</i>, not the value being transformed.</li><li>All three land near \(0.35\)&ndash;\(0.39\) here, which is coincidence: 35 sits just above the         mean and just under the middle of the range.</li></ul><hr>		Ch 2 - Data Preprocessing	M1. Normalisation	numerical	ch2 numerical
M2. PCA: principal components and proportion of variance			<div class="lead">Method</div> <ol><li>Start from the <b>covariance matrix</b> \(\Sigma\) (if given raw data: subtract the mean first,         then compute \(\Sigma\)).</li><li>Solve the characteristic equation \(|\Sigma - \lambda I| = 0\) for the eigenvalues \(\lambda\).</li><li>Sort \(\lambda\) in <b>descending</b> order. \(\lambda_i\) \(=\) variance carried by component \(i\).</li><li>For each \(\lambda_i\) solve \((\Sigma - \lambda_i I)\,\mathbf{v} = 0\) for the eigenvector, then         normalise it to unit length.</li><li>Proportion of total variance explained by component \(i\):         \[ \frac{\lambda_i}{\sum_j \lambda_j}, \qquad \sum_j\lambda_j = \text{trace}(\Sigma) \]</li></ol> <ul><li><span class="mk">Check:</span> the eigenvalues must sum to the trace. Free and catches arithmetic slips.</li></ul>		Ch 2 - Data Preprocessing	M2. PCA: principal components and proportion of variance	numerical	ch2 numerical
Problem 2.1	<span class="m">4</span>	<div class="asked"><div class="askedhdr"><span class="ah">QUESTION AS PRINTED</span> <span class="yr">2076 Chaitra &middot; Q1 &middot; [4]</span></div> Find the principal components and the proportion of the total variance explained by each when the covariance matrix of the three random variables \(X_1\), \(X_2\) and \(X_3\) is: \[ \Sigma = \begin{bmatrix} 1 &amp; -2 &amp; 0 \\ -2 &amp; 5 &amp; 0 \\ 0 &amp; 0 &amp; 2 \end{bmatrix} \] </div>	<div class="lead">Step 1: characteristic equation</div> <ul><li>The third row/column is decoupled, so \(\Sigma\) splits into a \(2\times2\) block and a \(1\times1\) block.</li><li>From the \(1\times1\) block: \((2-\lambda) = 0 \Rightarrow \boxed{\lambda = 2}\)</li><li>From the \(2\times2\) block:         \[ (1-\lambda)(5-\lambda) - (-2)(-2) = 0 \]         \[ 5 - 6\lambda + \lambda^2 - 4 = 0 \;\Rightarrow\; \lambda^2 - 6\lambda + 1 = 0 \]         \[ \lambda = \frac{6 \pm \sqrt{36-4}}{2} = \frac{6 \pm \sqrt{32}}{2} = 3 \pm 2\sqrt{2} \]</li></ul><div class="lead">Step 2: eigenvalues, sorted</div> <ul><li>\(\lambda_1 = 3 + 2\sqrt{2} = \mathbf{5.8284}\)</li><li>\(\lambda_2 = \mathbf{2}\)</li><li>\(\lambda_3 = 3 - 2\sqrt{2} = \mathbf{0.1716}\)</li><li><b>Check</b>: \(5.8284 + 2 + 0.1716 = 8 = \) trace\((\Sigma) = 1+5+2\). <span class="mk">Correct.</span></li></ul> <div class="cols"><div class="col"><div class="lead">Step 3: eigenvectors</div> <ul><li><b>For \(\lambda_1 = 5.8284\)</b>: row 1 gives         \((1-5.8284)v_1 - 2v_2 = 0 \Rightarrow v_2 = -2.4142\,v_1\); row 3 gives \(v_3=0\).         <br> \(\mathbf{e}_1 \propto (1,\ -2.4142,\ 0)\), length \(\sqrt{1+5.8284}=2.6131\)         <br> \(\mathbf{e}_1 = (0.3827,\ -0.9239,\ 0)\)</li><li><b>For \(\lambda_2 = 2\)</b>: rows 1 and 2 force \(v_1=v_2=0\), \(v_3\) free.         <br> \(\mathbf{e}_2 = (0,\ 0,\ 1)\)</li><li><b>For \(\lambda_3 = 0.1716\)</b>: row 1 gives         \(0.8284\,v_1 = 2v_2 \Rightarrow v_2 = 0.4142\,v_1\); \(v_3=0\).         <br> \(\mathbf{e}_3 \propto (1,\ 0.4142,\ 0)\), length \(1.0824\)         <br> \(\mathbf{e}_3 = (0.9239,\ 0.3827,\ 0)\)</li><li><b>Check</b>: \(\mathbf{e}_1\cdot\mathbf{e}_3 = (0.3827)(0.9239)+(-0.9239)(0.3827) = 0\)         \(\rightarrow\) orthogonal, as required for a symmetric matrix.</li></ul></div><div class="col"><div class="lead">Step 4: proportion of variance</div>  <table class="nt"><tr><th><b class="th">PC</b></th><th><b class="th">\(\lambda_i\)</b></th><th><b class="th">\(\lambda_i/8\)</b></th></tr><tr><td>PC1</td><td>5.8284</td><td>\(\mathbf{72.86\%}\)</td></tr><tr><td>PC2</td><td>2.0000</td><td>\(\mathbf{25.00\%}\)</td></tr><tr><td>PC3</td><td>0.1716</td><td>\(\mathbf{2.14\%}\)</td></tr><tr><td>Total</td><td>8.0000</td><td>100%</td></tr></table>  <div class="lead">Interpretation</div> <ul><li>PC1 alone carries \(\approx\)73% of the variance.</li><li>PC1 \(+\) PC2 carry \(\mathbf{97.86\%}\) \(\rightarrow\) dropping PC3 loses only \(2.14\%\).</li><li>So 3 dims reduce to <b>2</b> with almost no information loss.</li></ul></div></div><div class="lead">Final answer</div> <ul><li>PC1: \(\lambda_1 = 5.8284\), \(\mathbf{e}_1 = (0.3827, -0.9239, 0)\), <b>72.86%</b></li><li>PC2: \(\lambda_2 = 2\), \(\mathbf{e}_2 = (0, 0, 1)\), <b>25.00%</b></li><li>PC3: \(\lambda_3 = 0.1716\), \(\mathbf{e}_3 = (0.9239, 0.3827, 0)\), <b>2.14%</b></li></ul><hr>		Ch 2 - Data Preprocessing	M2. PCA: principal components and proportion of variance	numerical	ch2 numerical
M3. Distance measures and the distance matrix			<div class="lead">Method</div> <ul><li>All three are Minkowski with a different \(r\):         \[ dist(p,q) = \Big(\textstyle\sum_{k=1}^{n}|p_k-q_k|^{\,r}\Big)^{1/r} \]</li><li>\(r=1\) <b>Manhattan</b>: \(\sum|p_k-q_k|\)</li><li>\(r=2\) <b>Euclidean</b>: \(\sqrt{\sum(p_k-q_k)^2}\)</li><li>\(r\to\infty\) <b>Supremum</b> (\(L_\infty\), Chebyshev): \(\max_k|p_k-q_k|\)</li><li>A <b>distance matrix</b> is symmetric with a zero diagonal, so only the lower triangle         needs computing.</li></ul>		Ch 2 - Data Preprocessing	M3. Distance measures and the distance matrix	numerical	ch2 numerical
